전체주소,위도,경도
서울특별시 관악구 봉천동 1620-12,37.4782477455336,126.957700804231
서울특별시 관악구 봉천동 1622-23,37.4767220639067,126.956699661876
서울특별시 관악구 봉천동 1624-17,37.4766151862791,126.957896743167
서울특별시 관악구 봉천동 1624-41,37.4770250748316,126.957950892662
서울특별시 관악구 봉천동 1633-14,37.4756987428905,126.963799301513
서울특별시 관악구 봉천동 1640-7,37.4726733608627,126.966975725865
서울특별시 관악구 봉천동 1641-28,37.4732246658912,126.967872303103
서울특별시 관악구 봉천동 1642-12,37.4740163482955,126.967089655082
서울특별시 관악구 봉천동 1642-28,37.4734460712896,126.966990308436
서울특별시 관악구 봉천동 1644-24,37.4745643568578,126.968463553104
서울특별시 관악구 봉천동 1644-43,37.4745255977036,126.967409479796
서울특별시 관악구 봉천동 1644-49,37.4745085463695,126.967987291864
서울특별시 관악구 봉천동 1644-50,37.4746221106864,126.968124374735
서울특별시 관악구 봉천동 1645-14,37.4736818396787,126.968210013719
서울특별시 관악구 봉천동 1646-49,37.4722165696099,126.969050239896
서울특별시 관악구 봉천동 1646-54,37.4723210745496,126.968661877263
서울특별시 관악구 봉천동 1650-27,37.4735519521926,126.970081494389
서울특별시 관악구 봉천동 1650-5,37.4740211920105,126.969703379649
서울특별시 관악구 봉천동 1652-5,37.4744904374728,126.969351827201
서울특별시 관악구 봉천동 1653-16,37.4745929199449,126.970203514027
서울특별시 관악구 봉천동 1655-19,37.4749491398179,126.967985747317
서울특별시 관악구 봉천동 1666-51,37.4807780244259,126.955188188139
서울특별시 관악구 봉천동 1667-63,37.4816668056923,126.95549552512
서울특별시 관악구 봉천동 1677-9,37.4798535565449,126.960393535599
서울특별시 관악구 봉천동 1684-1,37.4790393510396,126.961874120917
서울특별시 관악구 봉천동 1684-22,37.478760445441,126.962584490455
서울특별시 관악구 봉천동 1688-38,37.4779222370611,126.96524173229
서울특별시 관악구 봉천동 1688-4,37.4782809183749,126.964299802368
서울특별시 관악구 봉천동 1688-43,37.4780943039697,126.964548050373
서울특별시 관악구 봉천동 1688-44,37.4782183874918,126.964596493115
서울특별시 관악구 봉천동 1688-81,37.4769465446396,126.96652739192
서울특별시 관악구 봉천동 1689-4,37.4785103421484,126.963212195796
서울특별시 관악구 봉천동 1690-65,37.4785106509137,126.965121619099
서울특별시 관악구 봉천동 1690-69,37.4786157019491,126.965405457362
서울특별시 관악구 봉천동 1690-95,37.4780437043163,126.966212153206
서울특별시 관악구 봉천동 1691-29,37.4759854617431,126.967913516342
서울특별시 관악구 봉천동 1692-15,37.4756903576402,126.969526908483
서울특별시 관악구 봉천동 1692-22,37.4761433468759,126.969727733962
서울특별시 관악구 봉천동 1692-7,37.4758878008719,126.969651186918
서울특별시 관악구 봉천동 1709,37.4759383789022,126.961974391828
서울특별시 관악구 봉천동 1709-1,37.4758051478164,126.962062301627
서울특별시 관악구 봉천동 1709-6,37.4757805800598,126.961874985041
서울특별시 관악구 봉천동 1709-7,37.4756748313671,126.961967629126
서울특별시 관악구 봉천동 1710-11,37.4751580161081,126.963993446801
서울특별시 관악구 봉천동 1710-3,37.4752690834961,126.963319375463
서울특별시 관악구 봉천동 1711-10,37.4746099363382,126.964907051576
서울특별시 관악구 봉천동 1711-14,37.4741413644247,126.965053445141
서울특별시 관악구 봉천동 1711-5,37.4749249635012,126.964120515803
서울특별시 관악구 봉천동 1711-8,37.4747824811085,126.96460953212
서울특별시 관악구 봉천동 1711-9,37.4746865970877,126.964855916471
서울특별시 관악구 봉천동 1714-2,37.4839719241347,126.93908655263
서울특별시 관악구 봉천동 173-57,37.4723238756941,126.970803681728
서울특별시 관악구 봉천동 178-20,37.4721948771607,126.967783775326
서울특별시 관악구 봉천동 178-333,37.4709552094211,126.968914313635
서울특별시 관악구 봉천동 178-39,37.4713656108696,126.967541081343
서울특별시 관악구 봉천동 178-41,37.4709990524958,126.967770496954
서울특별시 관악구 봉천동 178-85,37.4715722798883,126.969137438518
서울특별시 관악구 봉천동 180-108,37.4706736399957,126.967560033052
서울특별시 관악구 봉천동 180-128,37.4724068201638,126.967220818216
서울특별시 관악구 봉천동 180-134,37.4709570945992,126.969580039852
서울특별시 관악구 봉천동 180-141,37.4707334998711,126.969025303095
서울특별시 관악구 봉천동 180-158,37.4701034553549,126.968465766397
서울특별시 관악구 봉천동 180-166,37.4702021159897,126.969148288915
서울특별시 관악구 봉천동 180-173,37.4703591745488,126.969543429502
서울특별시 관악구 봉천동 180-176,37.4706118646955,126.969725443001
서울특별시 관악구 봉천동 180-181,37.4705829492341,126.970106756408
서울특별시 관악구 봉천동 180-183,37.4703856578139,126.970225193076
서울특별시 관악구 봉천동 180-187,37.4702679108942,126.969929288467
서울특별시 관악구 봉천동 180-188,37.4701268349032,126.970016954543
서울특별시 관악구 봉천동 180-199,37.4698922161074,126.968986649966
서울특별시 관악구 봉천동 180-200,37.4697540237158,126.969073072702
서울특별시 관악구 봉천동 180-201,37.4696939775871,126.968925122915
서울특별시 관악구 봉천동 180-208,37.4694895690123,126.969042320739
서울특별시 관악구 봉천동 180-209,37.469550156192,126.969192530869
서울특별시 관악구 봉천동 180-215,37.469925400737,126.970142627209
서울특별시 관악구 봉천동 180-242,37.4688945437345,126.96905093128
서울특별시 관악구 봉천동 180-243,37.4686949995503,126.969164621199
서울특별시 관악구 봉천동 180-263,37.4685631069635,126.968879695879
서울특별시 관악구 봉천동 180-282,37.4705539146455,126.967629155433
서울특별시 관악구 봉천동 180-288,37.4699134361295,126.967811998128
서울특별시 관악구 봉천동 180-290,37.4697015553406,126.967947854771
서울특별시 관악구 봉천동 180-295,37.469145457783,126.96830519542
서울특별시 관악구 봉천동 180-303,37.4682401764637,126.968848630222
서울특별시 관악구 봉천동 180-313,37.4690791581519,126.968025554982
서울특별시 관악구 봉천동 180-316,37.4693696844968,126.967842639968
서울특별시 관악구 봉천동 180-317,37.4694644539127,126.967780538435
서울특별시 관악구 봉천동 180-333,37.469651134636,126.967420187464
서울특별시 관악구 봉천동 180-348,37.4700973417971,126.966867997258
서울특별시 관악구 봉천동 180-358,37.4703531841658,126.966390834701
서울특별시 관악구 봉천동 180-362,37.4702115528017,126.966417237534
서울특별시 관악구 봉천동 180-38,37.4705888288819,126.965250102199
서울특별시 관악구 봉천동 180-400,37.4704693753717,126.965939393546
서울특별시 관악구 봉천동 180-431,37.4686672682749,126.966586248506
서울특별시 관악구 봉천동 180-437,37.4680814486202,126.966969493905
서울특별시 관악구 봉천동 180-440,37.4683039265463,126.966713695351
서울특별시 관악구 봉천동 180-444,37.4686134066076,126.966334979407
서울특별시 관악구 봉천동 180-447,37.4688424522384,126.966050348312
서울특별시 관악구 봉천동 180-47,37.4713813607591,126.965878839002
서울특별시 관악구 봉천동 180-477,37.4679836529968,126.967163855048
서울특별시 관악구 봉천동 180-557,37.4696307424137,126.96510811046
서울특별시 관악구 봉천동 180-558,37.469769138842,126.965112115719
서울특별시 관악구 봉천동 180-59,37.4706853188168,126.965529392807
서울특별시 관악구 봉천동 180-64,37.4709458555985,126.966029161826
서울특별시 관악구 봉천동 180-68,37.4705885968324,126.966001062179
서울특별시 관악구 봉천동 180-70,37.4708117330646,126.966161372862
서울특별시 관악구 봉천동 180-80,37.4707772950618,126.966727633678
서울특별시 관악구 봉천동 180-83,37.4706069050792,126.967017331311
서울특별시 관악구 봉천동 180-9,37.4710013028413,126.965528117245
서울특별시 관악구 봉천동 180-97,37.4715903724287,126.966747169515
서울특별시 관악구 봉천동 182-5,37.4732385247556,126.965265606803
서울특별시 관악구 봉천동 195-29,37.4754667335369,126.963217983701
서울특별시 관악구 봉천동 196-101,37.4738346696906,126.963591509957
서울특별시 관악구 봉천동 196-111,37.4740573845652,126.963543468504
서울특별시 관악구 봉천동 196-121,37.4736891082961,126.962857434121
서울특별시 관악구 봉천동 196-155,37.4731948639822,126.963305353593
서울특별시 관악구 봉천동 196-17,37.4745741122195,126.964725620999
서울특별시 관악구 봉천동 196-202,37.4727393823787,126.96441526064
서울특별시 관악구 봉천동 196-211,37.4723893261277,126.964669671553
서울특별시 관악구 봉천동 196-213,37.4726287142797,126.964635305221
서울특별시 관악구 봉천동 196-214,37.4727531370096,126.964612636889
서울특별시 관악구 봉천동 196-217,37.472803919527,126.96510267875
서울특별시 관악구 봉천동 196-220,37.472495365332,126.964939580656
서울특별시 관악구 봉천동 196-244,37.4751488303208,126.963131541545
서울특별시 관악구 봉천동 196-265,37.4746793360742,126.962628014901
서울특별시 관악구 봉천동 196-272,37.4752481087861,126.961675379042
서울특별시 관악구 봉천동 196-310,37.4747445221939,126.961916435987
서울특별시 관악구 봉천동 196-363,37.472425465107,126.964099892332
서울특별시 관악구 봉천동 196-64,37.4737280826709,126.964487822215
서울특별시 관악구 봉천동 207-2,37.4764685612058,126.96095573145
서울특별시 관악구 봉천동 215-3,37.4753171208903,126.960835025223
서울특별시 관악구 봉천동 218-42,37.4748413226471,126.961459318864
서울특별시 관악구 봉천동 23-19,37.4845395597957,126.959177860576
서울특별시 관악구 봉천동 37-82,37.4871699899557,126.957969291082
서울특별시 관악구 봉천동 4-39,37.490401608897,126.959705897637
서울특별시 관악구 봉천동 40-1,37.4870917320402,126.956339541758
서울특별시 관악구 봉천동 41-106,37.4885943436959,126.953279266891
서울특별시 관악구 봉천동 41-108,37.4885953566408,126.953563191098
서울특별시 관악구 봉천동 41-109,37.4885711847069,126.953729309387
서울특별시 관악구 봉천동 41-135,37.4877503715795,126.95351260599
서울특별시 관악구 봉천동 41-146,37.4873611107372,126.953907689585
서울특별시 관악구 봉천동 41-150,37.4873740654616,126.953170009189
서울특별시 관악구 봉천동 41-155,37.4871002806154,126.953707150297
서울특별시 관악구 봉천동 41-157,37.4870535239612,126.953952202041
서울특별시 관악구 봉천동 41-186,37.4864082717932,126.954312610168
서울특별시 관악구 봉천동 41-199,37.486228755886,126.954924987312
서울특별시 관악구 봉천동 41-212,37.4867936394532,126.953635427183
서울특별시 관악구 봉천동 41-271,37.48536154414,126.953781377864
서울특별시 관악구 봉천동 41-292,37.4850822021383,126.953476834054
서울특별시 관악구 봉천동 41-33,37.4879776051061,126.954436033075
서울특별시 관악구 봉천동 41-353,37.4880250111856,126.952861708993
서울특별시 관악구 봉천동 41-372,37.4876765956905,126.953098811731
서울특별시 관악구 봉천동 41-404,37.4876838680332,126.952135781115
서울특별시 관악구 봉천동 41-424,37.4882910466916,126.953691829214
서울특별시 관악구 봉천동 41-537,37.484557552399,126.952588910283
서울특별시 관악구 봉천동 41-58,37.4874365143339,126.954812773974
서울특별시 관악구 봉천동 41-775,37.4842301065606,126.952991405448
서울특별시 관악구 봉천동 41-805,37.4867471269166,126.952674703275
서울특별시 관악구 봉천동 41-816,37.487421399639,126.953477192589
서울특별시 관악구 봉천동 41-889,37.4875120937243,126.953841224271
서울특별시 관악구 봉천동 41-900,37.4875382669893,126.952587252737
서울특별시 관악구 봉천동 41-95,37.4890407373994,126.953138778244
서울특별시 관악구 봉천동 43-6,37.4846064150334,126.954493143796
서울특별시 관악구 봉천동 457-139,37.485676675589,126.94992160697
서울특별시 관악구 봉천동 457-155,37.4854961978826,126.950334876974
서울특별시 관악구 봉천동 457-370,37.4864535613981,126.94979546853
서울특별시 관악구 봉천동 458-6,37.4860110722065,126.949363616753
서울특별시 관악구 봉천동 458-71,37.4863445746623,126.950519748554
서울특별시 관악구 봉천동 463-21,37.485293070193,126.947531391257
서울특별시 관악구 봉천동 466-18,37.4864726098477,126.949040492631
서울특별시 관악구 봉천동 466-24,37.4862621948426,126.948971889665
서울특별시 관악구 봉천동 466-51,37.4873157878079,126.94970545277
서울특별시 관악구 봉천동 468-12,37.4881348958888,126.949078599358
서울특별시 관악구 봉천동 468-2,37.4879173900024,126.949282049362
서울특별시 관악구 봉천동 470-2,37.4885710292576,126.949184478277
서울특별시 관악구 봉천동 480-109,37.4876103466514,126.947879159774
서울특별시 관악구 봉천동 480-131,37.4879282120028,126.948265869292
서울특별시 관악구 봉천동 480-14,37.4883011468555,126.947669609751
서울특별시 관악구 봉천동 49-63,37.4848292680371,126.95140990475
서울특별시 관악구 봉천동 492-17,37.4881283419994,126.946880942045
서울특별시 관악구 봉천동 493-4,37.4875743594833,126.946785676344
서울특별시 관악구 봉천동 495-48,37.4874119750856,126.947540651056
서울특별시 관악구 봉천동 50-175,37.4855345303628,126.950860616879
서울특별시 관악구 봉천동 50-18,37.485959519793,126.951475543919
서울특별시 관악구 봉천동 50-212,37.485664363519,126.951290642506
서울특별시 관악구 봉천동 622-16,37.4871101382054,126.944582041787
서울특별시 관악구 봉천동 622-6,37.4872829216827,126.942446579008
서울특별시 관악구 봉천동 622-87,37.4874826588085,126.943911370215
서울특별시 관악구 봉천동 63-16,37.4825891750369,126.955513181243
서울특별시 관악구 봉천동 634-65,37.487276117383,126.940354102989
서울특별시 관악구 봉천동 635-124,37.4896783568445,126.943037136114
서울특별시 관악구 봉천동 635-147,37.4896641032984,126.942258406145
서울특별시 관악구 봉천동 635-152,37.489542762851,126.942866384507
서울특별시 관악구 봉천동 635-176,37.4896293908406,126.941842772951
서울특별시 관악구 봉천동 635-231,37.489104848285,126.942075205778
서울특별시 관악구 봉천동 635-250,37.4889155294012,126.942408690855
서울특별시 관악구 봉천동 635-268,37.4888386974249,126.941905575978
서울특별시 관악구 봉천동 635-272,37.4887512507766,126.942357595065
서울특별시 관악구 봉천동 635-279,37.4885695067465,126.943266045086
서울특별시 관악구 봉천동 635-305,37.488451619047,126.94226205315
서울특별시 관악구 봉천동 635-319,37.4884476690694,126.941376587882
서울특별시 관악구 봉천동 635-330,37.4880929423405,126.942291727837
서울특별시 관악구 봉천동 635-385,37.4912150722794,126.941293010129
서울특별시 관악구 봉천동 635-412,37.4905152135748,126.941019237179
서울특별시 관악구 봉천동 635-419,37.4902427899138,126.940920963148
서울특별시 관악구 봉천동 635-427,37.4899532842106,126.940896993224
서울특별시 관악구 봉천동 635-442,37.4897169822164,126.940602056001
서울특별시 관악구 봉천동 635-444,37.4896621520913,126.94086386577
서울특별시 관악구 봉천동 635-462,37.4894554861048,126.940376115645
서울특별시 관악구 봉천동 635-467,37.4892371462886,126.940862843932
서울특별시 관악구 봉천동 635-478,37.4893060346468,126.939716563742
서울특별시 관악구 봉천동 635-501,37.4888582189955,126.939511244176
서울특별시 관악구 봉천동 635-524,37.4884560266161,126.939545377065
서울특별시 관악구 봉천동 635-532,37.488121725303,126.940199653158
서울특별시 관악구 봉천동 635-534,37.48818868485,126.939873500719
서울특별시 관악구 봉천동 635-562,37.4878071978302,126.938994112368
서울특별시 관악구 봉천동 635-607,37.4885941349377,126.943142438316
서울특별시 관악구 봉천동 635-61,37.490312583103,126.941941070824
서울특별시 관악구 봉천동 635-624,37.4883741992981,126.938988789175
서울특별시 관악구 봉천동 635-669,37.4894761576904,126.940096015565
서울특별시 관악구 봉천동 635-673,37.4885818633331,126.938953454769
서울특별시 관악구 봉천동 635-681,37.4894578069908,126.939800229394
서울특별시 관악구 봉천동 635-692,37.4894241270973,126.9393066899
서울특별시 관악구 봉천동 635-72,37.4902020117381,126.941904972459
서울특별시 관악구 봉천동 635-78,37.4901602240931,126.942681941568
서울특별시 관악구 봉천동 637-6,37.4903652896913,126.931506575068
서울특별시 관악구 봉천동 645-28,37.4876694033197,126.937898114016
서울특별시 관악구 봉천동 645-39,37.4877104292531,126.938645479863
서울특별시 관악구 봉천동 647-112,37.4879637406517,126.936668670554
서울특별시 관악구 봉천동 647-182,37.48865656587,126.937250861325
서울특별시 관악구 봉천동 647-84,37.4893725840287,126.937227082305
서울특별시 관악구 봉천동 649-119,37.4890343772338,126.935611325
서울특별시 관악구 봉천동 649-176,37.4887199717199,126.935201367487
서울특별시 관악구 봉천동 649-179,37.4885947132873,126.935332300458
서울특별시 관악구 봉천동 649-184,37.4890858710726,126.935037547654
서울특별시 관악구 봉천동 649-189,37.489286089912,126.934901007687
서울특별시 관악구 봉천동 649-191,37.4887119160472,126.934807090348
서울특별시 관악구 봉천동 649-20,37.4889068741082,126.935591985905
서울특별시 관악구 봉천동 649-23,37.4880678674944,126.935779161341
서울특별시 관악구 봉천동 649-64,37.4889226680691,126.935805906274
서울특별시 관악구 봉천동 649-7,37.4874071939916,126.935184297044
서울특별시 관악구 봉천동 649-83,37.4894903726044,126.936434788993
서울특별시 관악구 봉천동 649-84,37.4895003758012,126.936271275842
서울특별시 관악구 봉천동 649-93,37.4895556171343,126.935459019409
서울특별시 관악구 봉천동 656-9,37.4874434616347,126.934615746375
서울특별시 관악구 봉천동 66-179,37.4818535123445,126.957752363171
서울특별시 관악구 봉천동 660-44,37.4883757812717,126.934375220987
서울특별시 관악구 봉천동 661-43,37.488378258237,126.932534179226
서울특별시 관악구 봉천동 661-45,37.4882122283623,126.932264426087
서울특별시 관악구 봉천동 661-50,37.4886625858116,126.93232338251
서울특별시 관악구 봉천동 661-63,37.4878962630871,126.933726271679
서울특별시 관악구 봉천동 661-80,37.4880580143602,126.933282209695
서울특별시 관악구 봉천동 662-123,37.4888635732477,126.933384954878
서울특별시 관악구 봉천동 662-71,37.4894221460698,126.932974566863
서울특별시 관악구 봉천동 662-72,37.4893782716456,126.932824105122
서울특별시 관악구 봉천동 662-80,37.4894537404822,126.933718224361
서울특별시 관악구 봉천동 670-61,37.4889110651928,126.930583192848
서울특별시 관악구 봉천동 673-118,37.4894708459401,126.932421705906
서울특별시 관악구 봉천동 673-164,37.4897797541189,126.93297130741
서울특별시 관악구 봉천동 673-27,37.4906422767672,126.932950522323
서울특별시 관악구 봉천동 673-58,37.4902674419352,126.933721010695
서울특별시 관악구 봉천동 673-8,37.4906142892871,126.933809468456
서울특별시 관악구 봉천동 673-92,37.4903769756109,126.932713640996
서울특별시 관악구 봉천동 674-15,37.4911552116528,126.93277683099
서울특별시 관악구 봉천동 685-68,37.4922689592591,126.932011539014
서울특별시 관악구 봉천동 685-72,37.4926618341521,126.932861872723
서울특별시 관악구 봉천동 7,37.4896499970872,126.957669499258
서울특별시 관악구 봉천동 712-69,37.4914523441703,126.929648071318
서울특별시 관악구 봉천동 713-118,37.4925865582687,126.931688751472
서울특별시 관악구 봉천동 713-136,37.4925760277479,126.931242214437
서울특별시 관악구 봉천동 713-146,37.4925668234355,126.931528311207
서울특별시 관악구 봉천동 713-5,37.4927999985059,126.931363455694
서울특별시 관악구 봉천동 713-52,37.4928390014332,126.932281732958
서울특별시 관악구 봉천동 715,37.4926224986998,126.929524622877
서울특별시 관악구 봉천동 715-10,37.4931497261393,126.930825782967
서울특별시 관악구 봉천동 715-100,37.4934238171469,126.929916482606
서울특별시 관악구 봉천동 715-103,37.4931286491447,126.929616533032
서울특별시 관악구 봉천동 715-115,37.4931538431339,126.930471727955
서울특별시 관악구 봉천동 715-143,37.4936988581666,126.929100465783
서울특별시 관악구 봉천동 715-15,37.4927674741578,126.930442572571
서울특별시 관악구 봉천동 715-158,37.4926373033969,126.929874813072
서울특별시 관악구 봉천동 715-163,37.4934855419827,126.930843792176
서울특별시 관악구 봉천동 715-19,37.4926090674202,126.93012078511
서울특별시 관악구 봉천동 715-39,37.4930239258485,126.93094610205
서울특별시 관악구 봉천동 715-87,37.4939189147394,126.929906860467
서울특별시 관악구 봉천동 715-9,37.4933420293868,126.930260999367
서울특별시 관악구 봉천동 716-1,37.4923441302382,126.929747648198
서울특별시 관악구 봉천동 719-5,37.4920474220273,126.92838613247
서울특별시 관악구 봉천동 728-163,37.4923848956455,126.927870060977
서울특별시 관악구 봉천동 734-20,37.4909574002106,126.925929014785
서울특별시 관악구 봉천동 860-48,37.4830415045895,126.952561828372
서울특별시 관악구 봉천동 871-3,37.4833976827938,126.951039075512
서울특별시 관악구 봉천동 871-5,37.4833472485016,126.951310802431
서울특별시 관악구 봉천동 877-35,37.4801669177197,126.950134896882
서울특별시 관악구 봉천동 879-11,37.4795362447581,126.948325471286
서울특별시 관악구 봉천동 881-13,37.4798418465342,126.948278567385
서울특별시 관악구 봉천동 885-46,37.4828837316406,126.948048194801
서울특별시 관악구 봉천동 885-48,37.4829346746864,126.948335907112
